NUMBER,Del_include?,Add_include?,SATD,sub_name,broken?
7432,0,0,SATD_have,qt/qtsensors,1
7462,0,0,SATD_have,qt/qtdeclarative,1
7469,0,0,SATD_have,qt/qtdeclarative,1
7506,0,0,SATD_have,qt/qtlocation,1
7571,0,0,SATD_have,qt/qtlocation,1
7577,0,0,SATD_have,qt/qtdeclarative,1
7609,0,0,SATD_have,qt/qtdeclarative,1
7613,0,0,SATD_have,qt/qtdeclarative,1
7619,0,0,SATD_have,qt/qtdeclarative,1
7639,0,0,SATD_have,qt/qttools,1
7692,0,0,SATD_have,qt/qtlocation,1
7702,0,0,SATD_have,qt/qtlocation,1
7809,0,0,SATD_have,qt/qtmultimedia,1
7840,0,0,SATD_have,qt/qtdeclarative,1
7923,0,0,SATD_have,qt/qtlocation,1
7949,0,0,SATD_have,qt/qtdeclarative,1
7969,0,0,SATD_have,qt/qtlocation,1
8004,0,0,SATD_have,qt/qtdeclarative,1
8005,0,0,SATD_have,qt/qtsensors,1
8009,0,0,SATD_have,qt/qtlocation,1
8016,0,0,SATD_have,qt/qtdeclarative,1
8026,0,0,SATD_have,qt/qtlocation,1
8034,0,0,SATD_have,qt/qtdeclarative,1
8052,0,0,SATD_have,qt/qtlocation,1
8121,0,0,SATD_have,qt/qtlocation,1
8129,0,0,SATD_have,qt/qtlocation,1
8133,0,0,SATD_have,qt/qtdeclarative,1
8231,0,0,SATD_have,qt/qtlocation,1
8251,0,0,SATD_have,qt/qtlocation,1
8321,0,0,SATD_have,qt/qtdeclarative,1
8322,0,0,SATD_have,qt/qtdeclarative,1
8387,0,0,SATD_have,qt/qtconnectivity,1
8422,0,0,SATD_have,qt/qtlocation,1
8443,0,0,SATD_have,qt/qtdeclarative,1
8444,0,0,SATD_have,qt/qtdeclarative,1
8462,0,0,SATD_have,qt/qtlocation,1
8542,0,0,SATD_have,qt/qtlocation,1
8549,0,0,SATD_have,qt/qtlocation,1
8557,0,0,SATD_have,qt/qtlocation,1
8560,0,0,SATD_have,qt/qtdeclarative,1
8561,0,0,SATD_have,qt/qtdeclarative,1
8659,0,0,SATD_have,qt/qtlocation,1
8693,0,0,SATD_have,qt/qtdeclarative,1
8703,0,0,SATD_have,qt/qtdeclarative,1
8737,0,0,SATD_have,qt/qtlocation,1
8750,0,0,SATD_have,qt/qtdeclarative,1
8751,0,0,SATD_have,qt/qtdeclarative,1
8779,0,0,SATD_have,qt/qtdoc,1
8832,0,0,SATD_have,qt/qtlocation,1
8839,0,0,SATD_have,qt/qtlocation,1
8972,0,0,SATD_have,qt/qtdeclarative,1
9020,0,0,SATD_have,qt/qtlocation,1
9029,0,0,SATD_have,qt/qtdeclarative,1
9033,0,0,SATD_have,qt/qtdeclarative,1
9067,0,0,SATD_have,qt/qtlocation,1
9083,0,0,SATD_have,qt/qtlocation,1
9098,0,0,SATD_have,qt/qtdeclarative,1
9103,0,0,SATD_have,qt/qtdeclarative,1
9142,0,0,SATD_have,qt/qtlocation,1
9215,0,0,SATD_have,qt/qtdeclarative,1
9219,0,0,SATD_have,qt/qtqa,1
9227,0,0,SATD_have,qt/qtlocation,1
9258,0,0,SATD_have,qt/qtdeclarative,1
